question	label
2型糖尿病能喝豆浆吗	3
糖尿病身上反复长疖子能活多久	5
二型糖尿病能生健康宝宝吗	2
吃珍珠粉对糖尿病有好处吗	3
1型糖尿病能熬夜吗	3
糖尿病人可不可以吃西洋参	1
糖尿病初期是吃中药好还是西药好	1
糖尿病病人能吃阿胶吗	3
糖尿病阴囊疼痛是怎么回事	2
糖尿病人容易得胰腺癌吗	4
糖尿病病人为什么会反复出现尿路感染	2
血糖高能不能喝酒	3
初期糖尿病吃什么药好	1
糖尿病会导致患者性功能障碍吗	4
糖尿病患者肾癌切除后能活多久	5
得了慢乙肝和糖尿病怎么办	1
糖尿病人肌酐多少正常	2
70岁血糖多少正常范围	0
气血不足失眼是糖尿病并发症吗	4
糖尿病的老人会不会全身发痒	4
糖尿病人不能吃糙米吗	3
ii型糖尿病很难治吗	2
糖尿病会不会不孕不育	2
测血糖前喝水会偏高还是偏低	2
糖尿病引发的肾病可以换肾治疗吗	1
糖尿病人能吃鱿鱼吗	3
糖尿病神经病变要怎么治疗	1
除了糖尿病，别的什么病还要打胰岛素	5
怀孕2型糖尿病怎么办	1
2型糖尿病人可服用桂龙药膏吗	1
糖尿病对心脏的影响用什么药	1
i型糖尿病能打新冠疫苗吗	5
糖尿病患者可以吃生姜吗	3
1型糖尿病肾病发病率	4
糖尿病能不能吃南瓜	3
糖尿病人牙齿松动怎么办	1
吃糖尿病药能喝茶叶水吗如二甲双胍	1
糖尿病能不能用糖尿病治疗仪	2
预防糖尿病最好的方法是什么	4
糖尿病患者为什么感到口渴	2
糖尿病会引起外阴痒吗	4
糖尿病的危害性有哪些	2
糖尿病人可不可以吃柚子	3
糖尿病人腹胀怎么回事	2
吃中药能控制的糖尿病是不是可以用中药治	1
血糖高低看什么指标	2
糖尿病晚上睡觉时抽搐的原因	2
糖尿病患者能吃石榴吗	3
糖尿病人能不能吃螺旋藻	3
糖尿病经常打胰岛素好吗	1
1型糖尿病会不会越来越严重	2
1型糖尿病有误诊的吗	2
糖尿病可以健身吗	3
糖尿病会造成耳朵痒吗	4
糖尿病导致眼睛血管出血，便秘怎么办呢	1
糖尿病人身上痒如何治	1
糖尿病人突然低血糖有什么危险	2
空腹血糖5.2算是危险吗	0
糖尿病患者和正常人在一块吃饭会传染吗	4
尿急憋不住尿是糖尿病吗	0
南瓜糖尿病人能吃吗	3
不吃饭空腹血糖6.7是糖尿病吗	0
GLU血糖检查6.2是糖尿病吗	0
请问糖尿病人能吃玉米吗	3
高血压糖尿病能玫瑰茄喝水吗	3
糖尿病早晨爱出汗是怎么回事	2
妊娠糖尿病37周可以剖腹产吗	2
i型糖尿病是什么原因引起的	2
糖尿病患者性欲下降吗	5
74岁老人有糖尿病能换芯瓣吗	1
糖尿病是肝引起的吗	2
糖尿病红薯能吃吗	3
糖尿病可以吃维生素c吗	3
2型糖尿病性肾病怎么治疗	1
二型糖尿病需要特殊治疗吗	1
糖尿病为什么怕高温	2
糖尿病可以吃汉堡包吗	3
糖尿病胃轻瘫看哪一科	5
糖尿病人能吃龟苓膏吗	3
糖尿病患者如何运动	3
妊娠期糖尿病可以吃一个橙子吗	3
糖尿病可以吃红枣银耳汤莲子羹吗	3
糖尿病患者做肠镜检查前禁食要注意什么	0
糖尿病子宫脱垂能手术吗	1
糖尿病人可以吃西红柿吗	3
糖尿病会引起脚烂吗要用啥药	4
糖尿病打胰岛素血糖不稳定怎么回事	1
糖尿病是不是天天要测血糖	2
患有糖尿病的人能不能生气	5
2型糖尿病不可以吃什么	3
麦芽糊精糖尿病人能吃吗	3
老人有糖尿病双腿无力走不动是怎么回事	2
糖尿病人多久会出现肾病	5
糖尿病与高血压的关系	2
吃酒粮会得糖尿病吗	2
糖尿病人多久会饿	5
糖尿病，腿脚肿，尿蛋白流失怎么治疗	1
糖尿病前期症状一般会有哪些呢	2
糖尿病肾病如何检测	0
降血糖的水果有哪些？	3
糖尿病属于职业疾病吗	5
糖尿病患者能注射安基酸吗	1
糖尿病人可以长期喝鲜牛奶吗	3
尿糖高有什么危害	2
糖尿病病人能不能吃藕粉	3
糖尿病人皮肤溃烂原因	2
糖尿病拉肚子会不会死	5
糖尿病玻璃体积血属于几级病变	2
妊娠糖尿病吃红薯粉吗	3
糖尿病初期需要吃降糖药吗	2
糖尿病病人可以吃杨梅吗	3
糖尿病会引起皮肤瘙痒溃烂吗	4
糖尿病人可以做前列腺癌病理穿刺吗	5
糖尿病眼花是怎么回事	2
糖尿病会引起脚臭吗	4
糖尿病人发生抽搐是怎么回事	2
糖尿病人乳糖可以吃吗	3
糖尿病是否会引起脚肿	4
糖尿病人阴道口痒怎么回事	2
角鲨烯胶丸对糖尿病有效吗	1
吃蛋白粉对身体和糖尿病有好处吗是不是	2
高血压.糖尿病人能喝咖啡吗	3
1型脆性糖尿病能活多久	5
1型糖尿病可以纹身吗想纹2厘米左右比较	5
吃什么食物容易引起糖尿病	2
糖尿病人牙龈肿痛替硝唑能吃吗	1
出汗发黏是糖尿病吗	0
空腹血糖9.6严重吗	0
糖尿病人有甲亢能治好吗	1
你好糖尿病能吃仁和四季感冒片吗	1
糖尿病肝脓肿做手术感染了怎么办	1
高血压糖尿病哪个严重	5
糖尿病性功能减退，勃不起来怎么办	1
吃南瓜子对糖尿病有好处吗	3
糖尿病可以吃干煸鱿鱼须嗎	3
糖尿病病人吃鸡蛋和鱼肉真的可以吗谢谢	3
小腿痒是糖尿病吗	0
血糖19.8到了什么程度	0
糖尿病能吃鸡肉吗	3
糖尿病吃汤药能治愈吗	1
高血压，糖尿病人能喝燕麦片吗	3
测血糖的最佳时间是什么时候	0
糖尿病会导致脱发吗	4
高血糖和糖尿病症状区别	2
糖尿病患者可以吃排石颗粒吗	1
糖尿病是什么病？	2
2型糖尿病孕妇能顺产吗	2
糖尿病会引起包茎吗	4
糖尿病人的血压用降压药都高为什么	2
糖尿病人能吃薯片吗	3
吃糖尿病药的人可以喝茶吗	3
得了二型糖尿病为什么越来越胖呢	2
糖尿病脚酸是怎么回事	2
糖尿病患者可以吃银耳吗	3
糖尿病经常感冒发烧怎么办	1
糖尿病患者可以吃石斛吗	1
蜂胶糖尿病人能吃吗	1
糖尿病人可以吃银耳和莲子吗	3
空腹血糖6.8正常吗	0
糖尿病人可以吃牛肉吗	3
酸枣仁糖尿病人能吃吗	3
糖尿病能吃新鲜包谷吗	3
玉米面含糖量高吗,糖尿病人能常吃吗	3
补硒可以缓解糖尿病患者病情吗	1
糖尿病褥疮疼的症状	0
糖尿病人脸上会长痘痘吗	4
糖尿病可以吃圣女果吗	3
糖尿病人又是脑萎缩，现出现语言错乱	1
糖尿病人下肢浮肿是什么原因	2
得了糖尿病就真的治不好了吗	2
糖尿病可以喝玉米面稀饭吗	3
糖尿病人偶尔喝一次酒会有事吗	3
糖尿病患者脚气严重溃烂怎么办	1
糖尿病患者肢体无端肿痛为什么	2
血糖17.33,尿多，口干舌燥	0
2性糖尿病人最好用什么方法降糖	1
糖尿病能吃橄榄油吗	3
糖尿病吃完饭后多久运动最合适	3
糖尿病是否会引发脑梗塞	4
糖尿病会恶心呕吐吗	4
糖尿病人能喝普洱茶吗	3
糖尿病患者可以吃雅思达降压药吗	1
糖尿病能吃归脾丸吗	3
糖尿病人可以食用葡萄和葡萄干吗	3
女性早期糖尿病能吃黄瓜吗	3
如何测血糖最准确	2
糖尿病饮食控制不能吃米饭吗	3
糖尿病人能不能吃鱼腥草	3
糖尿病人为何会出现腿刺痛	2
胰岛功能分泌不足怎么办	1
糖尿病手臂疼脚麻疼是什么原因	2
按摩胰腺治疗糖尿病	1
少年糖尿病如何治疗	1
什么药治糖尿病最好	1
糖尿病患者高烧不退是什么原因	2
糖尿病会不会诱发老年痴呆	4
2型糖尿病人能喝绿豆汤吗检查尿蛋白是	3
糖尿病能吃大蒜吗	3
糖尿病咖啡能喝吗	3
糖尿病严重脱发是什么病变	0
白醋泡脚可以天天泡吗糖尿病	5
请问糖尿病人是否可以吃罗汉果	3
妊娠糖尿病可以吃稀饭吗	3
糖尿病患者能不能吃西红柿	3
患糖尿病前兆是什么	5
参麦颗粒副作用高血压糖尿病可以服用吗	1
儿童检查糖尿病挂什么科室	5
糖尿病病人能吃炸豆腐吗	3
一般糖尿病怎么引起的	2
糖尿病人咳嗽可以喝梨子和川贝熬的水吗	3
糖尿病患者什么时候运动比较好	3
糖尿病是否会引起腰疼腿疼	4
糖尿病容易得肺结核的原因	2
糖尿病人应该怎么合理饮食	3
高血糖高血压的人可以吃鹰嘴豆吗？	3
糖尿病会月经不调吗	4
妊娠期糖尿病可以吃生菜吗	3
2型糖尿病主要死亡原因	2
桃仁加红花治糖尿病吗	1
糖尿病对人的心脑血管的危害	2
血糖高能吃菠萝蜜吗	3
脚发痒是糖尿病吗	0
糖尿病肾病会腰疼吗	4
假性糖尿病有哪些症状	0
宝宝多食多饮多尿但不消瘦会是糖尿病吗	0
糖尿病人能喝酒和吸烟吗	3
宝宝糖尿病有哪些症状	0
妊娠糖尿病会引起眼花看不清吗	4
二型糖尿病的空腹血糖是多少	0
糖尿病眼睛模糊看什么科	5
高血压糖尿病人能吃蜂胶和蜂王浆吗	3
鼻子阻塞是否糖尿病引起的	2
70岁有高血压糖尿病的适合做肺穿刺活检吗	0
糖尿病患者用什么方式治疗腱鞘炎呢	1
保存脐带血可以治疗孩子外婆的糖尿病吗	1
Ⅱ型糖尿病可以治愈吗	1
胰岛素一月大概要花多少钱？	5
糖尿病人能吃鲶胡子鱼吗	3
糖尿病脚趾麻木能好吗	2
糖尿病会烂脚吗	4
糖尿病人吃腰果好吗	3
80高龄糖尿病患者经常出现低血糖怎么办	1
格列美脲治疗糖尿病效果如何	1
糖尿病眼病怎么治	1
得了糖尿病可以吃什么水果	3
糖尿病足化脓了怎么办	1
多贝斯对糖尿病性功能有用吗	1
阿胶补血口服液糖尿病可以用吗	1
吃西红柿对糖尿病有好处吗	3
糖尿病会导致龟头发炎吗	4
糖尿病胰岛素打多了怎么办	1
糖尿病人有眩晕是并发症吗	4
2型糖尿病人可以吃鸡蛋吗	3
全麦面粉糖尿病人能吃吗	3
血糖高喝酒有什么影响	3
吃降压药会影响糖尿病吗	5
2型糖尿病不住院可以吗	5
喝茶会不会得糖尿病	2
糖尿病能不能吃热干面	3
糖尿病患者可以吃茄子吗	3
吃水果罐头对身体好吗能得糖尿病吗	3
糖尿病能吃黄瓜么	3
糖尿病人敢喝玉米粥吗	3
糖尿病能吃瓜子吗	3
高血糖高血压糖尿病冠心病寿命短吗	5
糖尿病患者可以服三肾丸吗	1
糖尿病为什么会经常口渴	2
糖尿病人黄瓜西红柿可以吃吗	3
常吃黑豆对糖尿病有影响吗	2
糖尿病和高血压能吃野山参吗	3
2型糖尿病人能打氨基酸点滴吗	2
高血压糖尿病人适合吃什么蔬菜和水果	3
糖尿病会引起肾衰竭吗	4
糖尿病患者出现手指麻木胳膊间歇性颤抖	1
糖尿病人老呕吐	1
甲亢和糖尿病可以吃黑木耳吗	3
糖尿病为什么导致腹泻感染	2
糖尿病会拉肚子的吗	4
糖尿病会引起肾结石吗	4
糖尿病眼底出血的治疗方法	1
网上说中药可治愈糖尿病是真的吗	1
糖尿病能吃蹄膀吗	3
糖尿病患者可以吃蔬菜沙拉吗	3
糖尿病人服用优甲乐有时胸闷是咋回事	2
老年人糖尿病皮肤溃烂怎么办	1
糖尿病什么原因导致低血糖	2
炒熟的杏仁糖尿病人能吃吗	3
糖尿病引起呕吐后怎么治疗	1
糖尿病患者可以尝试哪些运动	3
糖尿病人饭后多久运动	3
糖尿病的饮食治疗	3
女人得糖尿病影响性欲吗	5
糖尿病患者适合吃参茸吗	3
糖尿病肾病可以吃黑豆吗	3
糖尿病并发的冠心病能用益安宁丸吗	1
糖尿病性神经病吃什么食物	3
糖尿病牙周炎可以吃止痛药吗	1
常吃炒河粉会使血糖过高吗	3
糖尿病患者需要补肾吗	2
睡眠少容易得糖尿病吗	2
糖尿病肾病是什么症状	2
糖尿病人可以游泳吗	3
患1型糖尿病儿童能活多久	2
老人屁股处有褥疮，怎么治疗效果好	1
糖尿病会导致飞蚊症吗	4
糖尿病能吃即食阿胶吗	3
糖尿病人胸闷怎么缓解	1
糖尿病的并发症会致死吗	4
糖尿病患者脸色黄人越来越瘦该怎么办好	1
含木糖醇牛奶糖尿病人可以吃吗	3
甲减能引起糖尿病的浮肿么	2
糖尿病人脚发热有灼烧感是什么原因	2
中药可以治疗糖尿病吗	1
糖尿病血糖正常可以暂时停药吗	1
吃黑蒜对糖尿病有好处吗	3
糖尿病神经痛怎么办	1
1型糖尿病能吃六味地黄丸吗	1
GLU7.2mmoL是否确诊为糖尿病	0
糖尿病会导致耳鸣吗	4
糖尿病医学营养治疗失败的主要原因是什么	2
吃蜂胶与吃苦荞对糖尿病人哪种好	2
糖尿病可能引起腹痛吗	4
血糖试纸过期了值是偏大还是偏小	2
血糖高能不能吃西瓜	3
糖尿病患者嘴角烂，打针吃药都一个多月了	1
糖尿病人可以做脸部拉皮吗	5
糖尿病人肾功能衰竭还能活多久	5
糖尿病能引起霉菌性尿道炎吗	4
糖尿病人在夏天要注意多喝水吗	2
糖尿病检查要空腹吗	0
跟糖尿病的人同房会被传染吗	4
糖尿病和高血压病人米面能多吃吗	3
为什么糖尿病人口渴老想喝水	2
橙子糖尿病人能吃吗	3
糖尿病人轻微脚烂怎么治疗	1
糖尿病引起冠心病是不是不能打胰岛素	1
糖尿病初期要打胰岛素吗	2
血糖高能喝玉米粥吗	3
2型糖尿病做胃旁路手术真的能好吗	1
糖尿病人胃轻瘫严重吗	2
糖尿病患者能不能吃枣	3
糖尿病能引起玻璃体混浊吗	4
糖尿病人吃松子可以降血糖吗	3
爸爸糖尿病能生宝宝吗	2
糖尿病先瘦后胖好吗	2
糖尿病越来越瘦怎么办	1
糖尿病会不会隔代遗传	2
赤脚走路对糖尿病什么帮助吗	5
糖尿病人非得打胰岛素吗	1
糖尿病人肾上长肿瘤怎么办	1
糖尿病血糖高的症状有哪些	0
糖尿病不能吃白糖吗	3
糖尿病不能过性生活吗	5
糖尿病为什么有的不瘦	2
糖尿病饭后心慌,心跳加快的原因	2
高血压糖尿病应该吃什么好呢	3
儿童糖尿病会皮肤瘙痒吗	0
糖尿病能吃小米吗	3
常吃口香糖会糖尿病吗	2
糖尿病人突然发胖是什么原因	2
糖尿病患者能喝自制葡萄酒吗	3
2型糖尿病可以拔牙吗	2
糖尿病可不可以吃玉米	3
糖尿病稳定后可以不吃药了吗	1
正常人的血糖高峰值能达到多少	0
2型糖尿病应该打胰岛素吗	1
糖尿病引起的逆行射精容易治疗吗	1
糖尿病患者手脚麻木吃什么维生素	1
甲亢合并糖尿病可怕吗	5
糖尿病人放屁恶臭怎么办	1
1型糖尿病有康复的吗	2
糖尿病患者易患脂肪肝吗	4
糖尿病人爱发火的原因	2
儿童2型糖尿病的原因	2
糖尿病肾病可以喝牛奶吗	3
糖尿病末梢神经炎吃什么药	1
蒲公英糖尿病人能吃吗	3
糖尿病性生活频繁会怎样	5
II级糖尿病可以喝普洱茶吗	3
糖尿病可以做近视手术吗	1
患了糖尿病性白内障该怎么办	1
2型糖尿病平时注意些什么	5
糖尿病患者为什么总拉肚子	2
糖尿病可以喝玉米面粥吗	3
糖尿病咸菜能不能吃	3
得了糖尿病的人不能吃什么水果蔬菜	3
糖尿病人能做眼袋手术吗	5
2型糖尿病病人可以怀孕吗	2
查血糖多少钱	5
糖尿病患者又有膀胱肿瘤饮食应注意什么	3
1型糖尿病可以预防吗	4
糖尿病能吃巧克力吗	3
糖尿病是怎么回事	2
血糖高测试仪多少钱	5
糖尿病人能喝黑米吗	3
糖尿病后背溃烂怎么办	1
糖尿病可以吃南瓜么	3
2型糖尿病肾病4期可以活多久	4
糖尿病可以吃牛肚吗	3
大夫糖尿病患者都能吃啥水果啊	3
糖尿病的临床表现有哪些	0
高血压糖尿病可以喝杜仲茶吗	3
吃南瓜对糖尿病有好处吗	3
东北小米糖尿病人可以吃吗	3
糖尿病腿抽筋怎么办	1
糖尿病老拉稀是怎么回事	2
糖尿病会引起皮肤痒吗	4
穿过的内裤招来蚂蚁一定是糖尿病吗	0
糖尿病脱发特别严重怎么办	1
糖尿病能活多少年呢？	5
i型糖尿病的最佳治疗药物是	1
糖尿病肾病二期能逆转吗	2
糖尿病人感冒了怎么办	1
糖尿病勃起困难吃什么药好	1
肺癌糖尿病人吃什么补血	3
糖尿病肾病能吃蛤蟆吗	3
得了糖尿病的人是不是都长不胖	5
血糖8.7空腹是糖尿病吗	0
产后口渴是糖尿病吗	0
初患糖尿病能逆转吗	2
糖尿病三高人群每天早上适合喝低脂高钙纯	3
糖尿病患者可以吃面条吗	3
血糖高的人能多吃年糕吗	3
糖尿病病人出现低血糖的最常见原因	2
糖衣胶囊可以治疗糖尿病吗	1
糖尿病患者能做种植牙吗	5
二型糖尿病能吃水果吗	3
红豆糖尿病人能吃吗	3
60岁糖尿病可以吃瓜子吗	3
糖尿病患者如何安排每天的饮食？	3
请问糖尿病可以吃核桃跟石榴吗	3
糖尿病可以吃黑芝麻吗	3
妊娠期糖尿病孕妇可以喝苏打水吗	3
糖尿病如何服用维生素	1
糖尿病可以吃柿饼吗	3
糖尿病是怎么引起的	2
糖尿病人性功能障碍吃什么药	1
糖尿病人尿频尿急吃什么药好	1
赤丹退黄颗粒，糖尿病可以吃不	1
糖尿病肾病会引起腰痛吗	2
为什么医院不让吃消渴丸	5
糖尿病患者打上胰岛素就离不开了吗	1
糖尿病会引起肾不好吗	4
糖尿病小腿浮肿是什么原因引起的	2
请问糖尿病人突然右耳朵耳聋还伴有耳鸣，	1
糖尿病人喝无糖可乐可以吗	3
高血压糖尿病的人能过性生活吗	5
高血压糖尿病人经常失眠应怎样调理	1
得了糖尿病，可以放心吃荤菜吗	3
糖尿病人可以吃蛋白粉吗	3
Il型糖尿病，血脂高吃什么降血脂药好呢	1
糖尿病患者肉蛋类食物可多吃吗	3
蛋白尿一定是糖尿病吗	2
吃了什么会得糖尿病吗	2
血糖高能吃豆角吗	3
打胰岛素多久就不会是糖尿病	5
糖尿病人血脂粘稠怎么办	1
糖尿病人可以吃银耳吗	3
降血糖穴位指哪里	2
血糖高可以吃南瓜吗	3
高血压糖尿病中风挂什么科	5
糖尿病会导致上眼皮下垂吗	4
糖尿病早期什么症状	0
糖尿病可以吃红罗卜吗	3
糖尿病能吃黄瓜肉片吗	3
80岁老人有糖尿病可坐飞机吗	2
糖尿病运动过量会导致血糖高吗	2
2型糖尿病人需要补钙吗	2
糖尿病人患胃炎用什么药	1
糖尿病会不会引发耳鸣	4
糖尿病会引起肾亏吗	4
糖尿病会导致神经损伤吗	4
长期缺氧环境易患糖尿病吗	2
常年患有糖尿病，全身痒是怎么回事	2
糖尿病患者能吃钙奶类的饼干吗	3
糖尿病必须三餐后都锻炼吗	3
二型糖尿病可以做植发吗	2
吃牛奶对糖尿病有好处吗	3
请问糖尿病人脚底痛吃什么药合适	1
糖尿病眼睛出现飞蚊症的处理办法	1
糖尿病会引起低钾吗	4
糖尿病会降低寿命吗	4
糖尿病患者是否能吃土豆	3
糖尿病患者脚起水泡怎么回事	2
糖尿病人容易怀孕吗	2
糖尿病腿瘸脚麻是怎么回事	2
多喝水能降血糖吗	3
妊娠糖尿病会导致胎儿缺氧吗	4
糖尿病喝什么粥	3
糖尿病可以吃火腿肠吗	3
糖尿病喝普洱茶怎么样	3
糖尿病会不会引起心肌梗塞	5
低血糖和糖尿病的区别	2
糖尿病可以吃鸭蛋吗	3
女性夜尿多是糖尿病吗	0
糖尿病病人能喝大血藤泡酒吗	3
糖尿病人为什么会皮肤瘙痒	2
糖尿病会导致口渴吗	4
糖尿病引起的皮肤瘙痒用什么药膏比较好	1
糖尿病患者容易发生性功能障碍吗	5
糖尿病患者可以吃红署吗	3
糖尿病患者能吃贝诺酯片和感冒清热胶囊么	1
二型糖尿病人能吃百香果吗	3
糖尿病病人如何治疗湿疹	1
糖尿病为什么要查血钾	2
糖尿病会引起浑身酸疼吗	4
糖尿病患者能食用胡萝卜吗	3
糖尿病人老是出虚汗怎么办	1
糖尿病吃什么粗粮比较好	3
糖尿病患者能结扎吗	2
糖尿病人对胰岛素有依赖性吗	1
糖尿病肾病透析能活几年	5
糖尿病患者能不能吃桑葚	3
糖尿病眼底病变打针有用吗	2
糖尿病会引起肚子胀气吗	4
糖尿病危害有哪些	2
肌酐138.4严重吗有糖尿病冠心病史	0
2型糖尿病引起的阳痿早泄怎么治疗谢谢	1
糖尿病会胃口不好吗	4
血糖12点多严重吗	0
糖尿病高血压的人能吃蛤蟆油吗	3
糖尿病患者能减肥吗	3
糖尿病患者便秘怎么办	1
糖尿病引起的急性虹膜炎能治好吗	1
蛋白质粉适合糖尿病人喝吗	3
吃苦瓜能治糖尿病吗	3
糖尿病能吃桂圆吗	3
糖尿病人为什么腿软	2
糖尿病能喝雀巢咖啡吗	3
妊娠糖尿病巨大儿智力正常吗	2
糖尿病失眠多梦吗	4
糖尿病面瘫可以针灸吗	5
糖尿病能吃核桃吗	3
糖尿病人能喝奶粉吗	3
糖尿病加脑梗能活多久	5
糖尿病不治疗会怎么样	2
妊娠糖尿病能吃蚕蛹吗	3
糖尿病胃轻瘫能冶好吗	1
糖尿病患者可以吃螃蟹，虾，海鲜贝类吗	3
肚子两则疼是不是糖尿病	0
吃什么保健药品能对糖尿病有疗效	1
80岁以上老人得了糖尿病怎么办	1
糖尿病人能吃桔子吗	3
蜂胶胶襄对糖尿病患者有用吗	1
2型糖尿病神经炎严重吗	2
糖尿病舞蹈症怎么控制	1
糖尿病患者能否做人工膝关节置换术	1
胰岛素抵抗是什么意思	2
糖尿病患者如何预防疾病恶化	4
糖尿病贴降糖贴有用吗	2
糖尿病人可以吃替米沙坦片吗	1
糖尿病患者服药期间能服食补肾壮阳中成药吗	1
糖尿病血糖正常小便有泡沫	1
1型糖尿病和2型糖尿病的区别是什么	2
高血压糖尿病能吃鸡蛋吗	3
白桦茸能治愈糖尿病吗	1
糖尿病人能吃黄皮吗	3
出现糖尿病足早期症状怎么办	1
糖尿病人为什么会晕倒	2
单基因糖尿病症状有哪些	0
糖尿病人皮肤过敏怎么办	1
1型糖尿病能吃燕窝吗	3
经常吃胡萝卜和蜂蜜，红枣会得糖尿病吗	2
糖尿病人喝酒会发作心脏病吗	3
长期高血糖有什么危害	2
糖尿病人可认吃蚕蛹吗	3
糖尿病为什么眼睛疼还感觉累	2
糖尿病患者为什么多饮	2
糖尿病会遗传吗	2
糖尿病患者为什么出现糖尿和多尿	2
糖尿病的人能打球吗	3
汗蒸对高血压、糖尿病有影响吗	5
糖尿病血压突然高怎么办	1
白芍,淮山药,甘草是能治疗各种糖尿病吗	1
糖尿病人可以服用复方甘草合剂吗	1
糖尿病患者以现在的科技可不可以完全治愈	2
糖尿病勃不起来吃什么药好	1
吃修利胶囊能否治好糖尿病	1
糖尿病吃什么水果好	3
糖尿病引起肩胛痛的原因	2
糖尿病遗传性多大	2
糖尿病人可以吃什么零食	3
车厘子糖尿病人能吃吗	3
糖尿病会不会有手脚痒得症状	4
糖尿病口干与一般口干有什么区别	2
哺乳期糖尿病能治痊愈吗	1
糖尿病患者能做腹腔镜胆囊摘除手术吗	1
糖尿病可以用鹿茸片吗	3
糖尿病患者可以吃苹果吗	3
糖尿病会引起皮肤黑色素沉淀吗	4
导致糖尿病肾病的因素都有哪些呢	2
妊娠期糖尿病可以吃抄手吗	3
糖尿病人过性生活困难吃啥药好	1
糖尿病患者能不能吃雪梨	3
2型糖尿病需要吃药吗	1
妊娠期糖尿病可以吃杨桃吗	3
糖尿病患者中度贫血要怎么治疗呢	1
血糖多少算低	2
糖尿病便愁可以吃豆浆吗	3
糖尿病加胃痉挛吃什么药	1
糖尿病勃不起怎么办	1
喝葡萄糖能引起糖尿病吗	2
糖尿病能吃蛋吗	3
糖尿病会引起皮肤过敏吗	4
糖尿病鱿鱼可以吃吗	3
糖尿病如何治疗方法	1
糖尿病脚底下神经病变如何治疗	1
糖尿病人月经来了会影响血糖吗	2
糖尿病体重持续下降怎么办	1
初期糖尿病血糖应该是多少	0
得了糖尿病吃什么比较好	3
糖尿病人可以吃鹿鞭吗	3
糖尿病人能不能吃鱼	3
糖尿病会引起手关节痛	4
糖尿病肾病4期可逆吗	2
糖尿病患者可以吃雪莲果吗	3
脚反复烂是不是糖尿病的并发症	4
糖尿病综合症有多严重	2
糖尿病吃什么坚果好	3
糖尿病如何治愈	1
糖尿病小便出血吗	4
糖尿病身上痒皮肤发黑严重吗	0
糖尿病人胃轻瘫用什么药	1
百香果是否适合糖尿病人吃	3
垂体瘤引起糖尿病切除后会好吗	5
吃东北大豆对糖尿病有帮助吗	3
牛柳糖尿病患者可以吃吗	3
1型糖尿病病人掉头发很严重是因为什么	2
糖尿病人适合吃什么水果	3
糖尿病高血糖并发症	4
糖尿病可以做骨髓移植供者吗	5
原发性糖尿病遗传吗	2
糖尿病人能不能吃螃蟹	3
你好糖尿病可以换血吗	5
门冬胰岛素是长效还是短效	1
患有糖尿病,头晕伴有脚发抖怎么办	1
藏光明对糖尿病并发眼病的效果怎么样	4
你好，糖尿病人可以服用清热利胆颗粒吗	1
糖尿病胃轻瘫最严重的后果	2
糖尿病人醉酒后怎么解酒啊	2
糖尿病人得了脓败毒血症还有救吗	5
吃余甘子生粉会得糖尿病吗	2
糖尿病人喉咙痛能吃罗汉果吗	3
糖尿病人能不能吃味精	3
糖尿病孕妇可以喝茶吗	3
患有糖尿病和甲亢,最近几天发烧，脑袋疼，	1
糖尿病导致的早泄，该怎么办	1
患糖尿病可以吃鸡蛋吗	3
糖尿病患者浑身无力没有精神怎么办	1
糖尿病肾病可以吃海带吗	3
糖尿病人一天尿多少次	5
百草金花素能治糖尿病吗	1
糖尿病患者能服用参耳卫生丸吗	1
男性有糖尿病会不会不孕不育	2
二型糖尿病周围神经病变可怕吗	4
饿了手发抖心发慌是糖尿病吗	0
a硫辛酸治糖尿病效果怎样	1
糖尿病患者可以使用环吡酮胺乳膏吗	1
妊娠期糖尿病能多喝牛奶吗	3
得了糖尿病，能治好吗家族遗传男孩吗	2
糖尿病长期吃药会影响性功能吗	1
糖尿病患者肝火旺能引起血糖高吗	2
为什么糖尿病人总是饿	2
糖尿病酮症酸中毒会传染吗	4
糖尿病是不是会传染，会通过饮食传染吗	4
请问糖尿病人可以吃汉堡吗	3
马蹄荸荠糖尿病人可以吃吗	3
得了糖尿病和肠炎怎么办	1
糖尿病脑便小腿疼怎么回事	2
56岁得了糖尿病了怎么办	1
糖尿病皮肤瘙痒症状有哪些？	0
北方人消渴贴能治好糖尿病吗我是糖尿病	1
糖尿病能吃胡萝卜吗？	3
爸爸糖尿病会遗传下一代吗	2
糖尿病人发胖了是好是坏	5
糖尿病患者视力模糊吃什么药好	1
糖尿病会引发肠胃疾病吗	4
2型糖尿病会引发糖尿病并发症吗	4
吃糖尿病药拜唐苹会肚子胀气放屁吗	1
糖尿病能引起房颤吗	4
糖尿病生吃胡萝卜好不好	3
糖尿病人能吃猕猴桃吗	3
2型糖尿病能吃葵花胃康宁吗	1
糖尿病眼底病变吃什么降糖药	1
产后糖尿病可以哺乳吗	2
糖尿病病人可否吃木瓜	3
吃完饭后有饥饿感会是糖尿病吗	0
适合糖尿病人吃的水果有哪些	3
血糖高可以喝咖啡吗？	3
阿司匹林肠溶片对糖尿病人有什么帮助吗	1
糖尿病人骨折容易引起什么并发症	4
肩周炎与糖尿病有关吗	2
2型糖尿病引起的四肢麻木怎么办	1
你好，糖尿病现在还需要终生打胰岛素吗	1
糖尿病的男人影响性功能怎么办	1
糖尿病为啥总是困浑身无力	2
糖尿病吃西红柿对血糖有影响吗	3
